Drug,Cell,labels
218321,COLO205,0.0
681634,UACC_62,1.0
740521,PC_3,0.0
51143,NCI_H522,0.0
125066,SK_MEL_2,0.0
757348,RPMI_8226,1.0
758255,OVCAR_3,0.0
295499,RPMI_8226,0.0
758706,CCRF_CEM,0.0
754366,786_0,0.0
757804,TK_10,0.0
125066,T47D,0.0
616348,HCT_116,1.0
606497,DU_145,1.0
757804,SNB_75,1.0
27640,CAKI_1,1.0
789797,HL_60,1.0
606869,K_562,1.0
752840,SN12C,0.0
740,OVCAR_3,0.0
760419,PC_3,1.0
320846,MDA_MB_435,0.0
295499,HOP_92,0.0
681643,U251,1.0
681643,MOLT_4,1.0
606869,HCC_2998,1.0
326231,CCRF_CEM,1.0
681646,NCI_H522,1.0
148958,MOLT_4,0.0
606170,NCI_H226,1.0
366140,BT_549,0.0
3088,HCC_2998,0.0
73754,HCC_2998,0.0
326231,OVCAR_4,1.0
314622,OVCAR_3,0.0
73754,UACC_62,1.0
34462,MDA_MB_435,0.0
102627,MDA_MB_435,0.0
95466,MDA_MB_231,1.0
736624,SF_268,1.0
755,MALME_3M,1.0
759195,SF_539,1.0
329680,EKVX,0.0
740645,786_0,1.0
639186,A549,0.0
683555,A549,1.0
102627,NCI_ADR_RES,0.0
355644,SK_MEL_2,0.0
351710,SNB_19,1.0
169780,M14,0.0
26980,NCI_H322M,0.0
268242,A498,0.0
698037,SNB_75,0.0
610456,NCI_H226,0.0
683555,UACC_62,1.0
19893,CAKI_1,1.0
754771,MCF7,0.0
82151,UACC_62,1.0
141549,EKVX,0.0
694501,HS578T,0.0
683556,SN12C,1.0
762,A549,1.0
603077,UACC_257,0.0
122819,UO_31,0.0
95441,EKVX,0.0
791785,NCI_H226,0.0
126771,MOLT_4,1.0
374551,786_0,1.0
27640,RPMI_8226,0.0
95466,LOXIMVI,1.0
736201,HS578T,0.0
783107,MDA_MB_435,1.0
725776,UO_31,1.0
111533,UACC_257,0.0
758423,ACHN,1.0
24559,SR,1.0
156303,NCI_H226,1.0
143095,MCF7,1.0
759878,HL_60,1.0
25154,UACC_257,0.0
83142,MOLT_4,1.0
125066,SK_OV_3,0.0
141540,SF_295,1.0
77213,UO_31,0.0
758612,OVCAR_8,0.0
104800,RPMI_8226,1.0
681635,SNB_75,1.0
141549,SK_MEL_5,1.0
765775,CAKI_1,1.0
613327,OVCAR_5,0.0
107392,HOP_62,1.0
633782,ACHN,1.0
357704,SNB_19,0.0
755985,HCT_116,0.0
719627,NCI_H226,0.0
606172,RXF_393,0.0
609699,PC_3,0.0
619232,LOXIMVI,1.0
328410,IGROV1,1.0
26980,HL_60,1.0
697887,SF_268,0.0
697912,HS578T,0.0
9706,OVCAR_5,0.0
266046,OVCAR_3,0.0
765396,MALME_3M,0.0
145668,MALME_3M,1.0
45388,HCT_116,1.0
697887,PC_3,0.0
755985,HS578T,0.0
132313,BT_549,0.0
681635,UACC_62,1.0
249910,HL_60,1.0
351710,OVCAR_8,1.0
287459,HS578T,0.0
164011,IGROV1,1.0
246131,A549,1.0
758251,COLO205,1.0
63984,SK_MEL_2,0.0
256942,HL_60,1.0
349174,SN12C,1.0
683558,MALME_3M,0.0
241240,UO_31,0.0
603077,NCI_H460,1.0
369395,OVCAR_3,0.0
368390,SN12C,0.0
791785,NCI_H460,1.0
681642,786_0,1.0
176323,HCC_2998,0.0
264137,MDA_MB_231,0.0
752840,HCT_116,1.0
369395,SK_MEL_28,0.0
606869,SW_620,0.0
758706,U251,1.0
698037,MDA_MB_231,0.0
71795,SF_295,1.0
755985,786_0,0.0
357704,SK_OV_3,0.0
267469,T47D,1.0
118994,OVCAR_5,0.0
627505,RPMI_8226,0.0
681634,DU_145,1.0
681646,HOP_62,1.0
368390,HCC_2998,0.0
264137,MDA_N,0.0
139105,SF_268,1.0
606498,A498,0.0
721517,LOXIMVI,1.0
71261,MDA_MB_435,1.0
6396,BT_549,0.0
105014,LOXIMVI,1.0
132483,SK_MEL_2,0.0
758667,SF_539,1.0
681636,SF_295,1.0
683555,SK_MEL_28,0.0
755,SW_620,0.0
172112,HL_60,0.0
268242,UACC_257,0.0
618939,COLO205,0.0
759614,HL_60,1.0
757098,HT29,0.0
681635,CAKI_1,1.0
355644,COLO205,0.0
681638,HOP_62,1.0
757098,UO_31,1.0
369100,NCI_H226,0.0
526598,HL_60,0.0
697912,SK_OV_3,0.0
681640,SF_268,1.0
681644,MDA_N,0.0
409962,U251,1.0
694501,UACC_257,0.0
111533,CAKI_1,1.0
82151,A549,1.0
637651,SK_OV_3,0.0
783107,MDA_N,0.0
740521,T47D,1.0
224131,SR,1.0
338947,K_562,0.0
768112,HOP_62,1.0
759614,NCI_H522,0.0
164011,TK_10,0.0
366140,SF_268,0.0
759878,SF_268,1.0
758671,CCRF_CEM,1.0
154948,M14,1.0
9706,HOP_92,0.0
619232,HCT_116,0.0
603074,A498,0.0
374028,MDA_MB_435,0.0
759195,SW_620,1.0
79037,MOLT_4,1.0
354258,MDA_MB_231,0.0
637037,OVCAR_5,0.0
218321,SNB_75,0.0
683556,NCI_H23,1.0
755880,OVCAR_8,1.0
118994,COLO205,1.0
783107,NCI_H322M,0.0
681638,HS578T,0.0
79037,MDA_MB_231,0.0
354258,PC_3,1.0
682298,EKVX,0.0
139105,SK_MEL_2,0.0
606497,HT29,0.0
51143,ACHN,0.0
24559,ACHN,0.0
755985,DU_145,0.0
8806,SW_620,0.0
409962,ACHN,0.0
295499,SK_MEL_2,0.0
343499,PC_3,0.0
721517,TK_10,1.0
634724,SK_MEL_2,0.0
141540,NCI_ADR_RES,0.0
757098,MALME_3M,1.0
368390,T47D,0.0
134679,M14,1.0
719627,MDA_MB_435,1.0
241240,NCI_ADR_RES,0.0
683558,IGROV1,0.0
627505,A549,1.0
102627,IGROV1,0.0
107392,K_562,1.0
25154,RXF_393,0.0
754366,IGROV1,1.0
740268,M14,1.0
164011,RPMI_8226,1.0
752,HCT_15,1.0
756717,HT29,1.0
32065,TK_10,0.0
329680,MDA_N,0.0
758667,HS578T,0.0
634724,ACHN,1.0
702294,EKVX,0.0
264137,NCI_H460,1.0
122819,SK_MEL_5,0.0
105132,A498,0.0
735037,U251,1.0
123127,SW_620,1.0
681642,BT_549,0.0
6396,OVCAR_5,0.0
63878,TK_10,0.0
759195,M14,0.0
135758,SR,1.0
3088,PC_3,0.0
759614,SK_MEL_5,0.0
141540,SN12C,1.0
603071,K_562,0.0
169780,NCI_H460,1.0
757804,SK_MEL_2,0.0
609699,MCF7,1.0
603074,NCI_H23,1.0
352299,COLO205,1.0
721517,NCI_H460,0.0
710270,SF_268,1.0
153353,NCI_ADR_RES,0.0
629971,CAKI_1,1.0
752840,MDA_MB_231,0.0
633782,SNB_19,0.0
295500,BT_549,0.0
143095,HOP_62,1.0
633782,MDA_MB_435,0.0
606498,MCF7,0.0
63878,786_0,1.0
45388,SK_OV_3,1.0
141549,A498,1.0
351710,SF_295,1.0
102627,COLO205,0.0
71795,HOP_92,0.0
756660,MALME_3M,0.0
132313,ACHN,1.0
681646,U251,1.0
740521,HCT_116,1.0
364830,M14,1.0
176323,BT_549,0.0
256439,K_562,0.0
757804,COLO205,0.0
633782,CAKI_1,0.0
758706,SW_620,0.0
357704,SW_620,0.0
156303,MDA_MB_231,0.0
279836,HT29,0.0
176323,IGROV1,0.0
754365,COLO205,1.0
736202,KM12,0.0
148958,SNB_19,0.0
757036,SF_539,1.0
364830,MALME_3M,0.0
633782,NCI_H460,0.0
698037,NCI_H226,0.0
141549,HOP_62,1.0
122819,PC_3,0.0
287459,SK_MEL_2,0.0
760419,SK_OV_3,0.0
613327,SW_620,0.0
633782,PC_3,0.0
343499,SF_268,1.0
38721,SW_620,0.0
143020,HCT_116,1.0
681644,MOLT_4,1.0
25154,MDA_MB_231,0.0
697887,CAKI_1,0.0
760419,RPMI_8226,1.0
141540,NCI_H460,1.0
328410,HT29,0.0
19893,TK_10,0.0
38721,HOP_62,0.0
314622,SK_MEL_2,0.0
148958,A549,1.0
740521,CAKI_1,1.0
759263,MDA_MB_435,0.0
616348,OVCAR_3,0.0
698037,COLO205,0.0
719627,SNB_75,1.0
8806,PC_3,0.0
118994,DU_145,1.0
82151,NCI_H322M,0.0
353451,T47D,0.0
740645,ACHN,1.0
683555,NCI_H322M,0.0
169780,HS578T,0.0
606986,COLO205,0.0
627168,SK_OV_3,0.0
736202,SK_MEL_2,0.0
269148,HOP_92,1.0
95441,U251,1.0
762,SN12C,1.0
610458,OVCAR_8,0.0
368390,NCI_ADR_RES,0.0
637037,NCI_H23,0.0
19893,SF_268,0.0
256942,NCI_H226,1.0
784722,SK_MEL_28,0.0
698037,PC_3,0.0
719627,A498,1.0
758255,SF_268,1.0
169780,TK_10,1.0
681634,COLO205,0.0
753686,HL_60,0.0
3053,OVCAR_8,1.0
287459,ACHN,1.0
8806,HS578T,0.0
351710,M14,0.0
357704,OVCAR_5,0.0
638066,CAKI_1,0.0
71261,MCF7,1.0
765775,BT_549,1.0
606499,HCT_15,0.0
606172,LOXIMVI,1.0
606173,K_562,0.0
740268,LOXIMVI,1.0
32065,K_562,0.0
638066,A549,1.0
14229,UACC_257,0.0
368390,NCI_H226,0.0
758667,RXF_393,0.0
629971,MDA_MB_231,0.0
9706,HOP_62,1.0
698037,ACHN,1.0
610457,HL_60,1.0
758612,SF_295,1.0
754230,NCI_H460,1.0
758423,UACC_257,0.0
681636,PC_3,0.0
26980,U251,1.0
736198,PC_3,0.0
681632,UACC_62,1.0
734294,HL_60,1.0
755384,MALME_3M,0.0
139105,OVCAR_5,0.0
105014,CAKI_1,1.0
765396,HOP_62,1.0
606869,HOP_62,1.0
758255,HCT_15,0.0
747856,A498,1.0
783107,MDA_MB_231,1.0
127716,OVCAR_4,0.0
107392,HS578T,0.0
606985,NCI_H522,1.0
758671,A549,1.0
295499,TK_10,0.0
163501,MDA_MB_435,0.0
754366,OVCAR_4,0.0
295500,OVCAR_8,0.0
6396,LOXIMVI,1.0
38721,OVCAR_8,0.0
740,RXF_393,0.0
83142,SF_539,0.0
79037,A498,0.0
95382,UACC_257,0.0
34462,SN12C,1.0
71795,SF_539,0.0
368390,EKVX,0.0
758251,A549,1.0
127716,T47D,0.0
73754,NCI_H23,0.0
673596,NCI_ADR_RES,1.0
757348,T47D,1.0
138783,KM12,0.0
758230,UACC_257,0.0
765775,OVCAR_4,0.0
681637,A549,0.0
134727,SK_MEL_2,1.0
616348,RPMI_8226,0.0
656889,OVCAR_3,0.0
681633,SNB_75,1.0
312887,LOXIMVI,1.0
45388,SNB_19,0.0
301739,HCT_116,1.0
757804,SR,1.0
63878,OVCAR_3,0.0
682298,SK_MEL_5,1.0
755,HCT_15,1.0
755985,CCRF_CEM,1.0
706744,UACC_257,0.0
132313,SW_620,0.0
71261,EKVX,1.0
757098,MCF7,1.0
279836,UO_31,0.0
728073,MDA_N,0.0
145668,SK_MEL_28,0.0
271674,A549,1.0
759263,SF_295,1.0
296934,OVCAR_3,0.0
357704,UO_31,1.0
276382,SNB_75,1.0
606499,NCI_H23,1.0
709237,SF_295,1.0
760764,SNB_19,1.0
638066,UACC_257,0.0
681634,LOXIMVI,1.0
164011,HL_60,1.0
156303,NCI_H322M,0.0
767125,KM12,0.0
409962,SK_MEL_5,0.0
352122,NCI_ADR_RES,0.0
706744,SR,1.0
755985,SF_539,0.0
24559,HCT_15,0.0
1895,786_0,1.0
338947,CCRF_CEM,1.0
338947,U251,1.0
754365,MDA_MB_231,0.0
365798,CAKI_1,1.0
224131,NCI_H322M,0.0
8806,MDA_MB_435,0.0
758671,HT29,0.0
740645,NCI_H322M,0.0
765396,EKVX,0.0
754230,MCF7,1.0
629971,ACHN,1.0
757087,NCI_H322M,0.0
118994,U251,0.0
71795,NCI_H226,0.0
182986,RPMI_8226,0.0
143095,MOLT_4,1.0
760764,NCI_H322M,0.0
702294,K_562,0.0
656889,PC_3,0.0
1390,DU_145,1.0
176323,PC_3,1.0
122819,T47D,1.0
681643,NCI_H460,1.0
256927,SF_295,1.0
681640,SK_MEL_2,0.0
682298,COLO205,0.0
789797,HOP_92,0.0
736624,NCI_H522,1.0
681641,SN12C,1.0
123127,SR,1.0
303812,M14,1.0
758612,HOP_92,1.0
79037,U251,1.0
681635,SK_MEL_2,0.0
256927,SK_MEL_5,1.0
757348,SN12C,1.0
134033,786_0,1.0
757348,SK_MEL_5,0.0
163501,EKVX,1.0
637651,HOP_62,1.0
681632,HOP_92,0.0
348948,OVCAR_5,0.0
758706,NCI_H322M,1.0
759195,IGROV1,1.0
681646,786_0,1.0
643833,MDA_N,0.0
772992,OVCAR_8,0.0
368390,RPMI_8226,1.0
355644,NCI_H322M,0.0
735037,SK_OV_3,0.0
354646,SNB_75,1.0
354258,A498,0.0
656889,SK_MEL_2,0.0
104800,MALME_3M,0.0
758251,NCI_H226,1.0
249910,A498,1.0
768112,SR,1.0
374551,NCI_H460,0.0
269148,TK_10,0.0
740521,SNB_75,1.0
610459,786_0,1.0
681636,KM12,0.0
673596,SF_539,1.0
153353,SW_620,0.0
314622,RXF_393,0.0
772992,DU_145,0.0
24559,TK_10,0.0
83142,ACHN,1.0
755,SK_MEL_2,0.0
757348,HOP_92,1.0
374028,HT29,0.0
639186,SN12C,1.0
32065,PC_3,1.0
681641,DU_145,1.0
706744,UACC_62,1.0
757036,OVCAR_8,1.0
643833,BT_549,0.0
698037,NCI_H322M,0.0
276382,K_562,0.0
63878,OVCAR_8,1.0
740645,SW_620,1.0
613327,NCI_H226,0.0
623017,HCT_116,0.0
256927,CAKI_1,1.0
740268,MALME_3M,0.0
184692,SW_620,1.0
753686,SR,1.0
681644,COLO205,0.0
656889,HOP_92,0.0
683558,EKVX,0.0
757098,SW_620,0.0
118994,RPMI_8226,1.0
758671,U251,0.0
772992,T47D,0.0
107124,SF_268,1.0
709237,NCI_H226,1.0
721517,DU_145,0.0
32065,HOP_92,0.0
682298,MDA_MB_435,0.0
104800,OVCAR_5,0.0
102627,OVCAR_3,0.0
681632,NCI_H23,1.0
754230,RPMI_8226,1.0
141549,SF_268,1.0
295499,SNB_19,1.0
328410,OVCAR_3,0.0
32065,IGROV1,0.0
698037,RPMI_8226,1.0
134033,SNB_19,1.0
740521,K_562,1.0
1390,MDA_N,0.0
224131,RPMI_8226,1.0
95382,K_562,0.0
267469,CCRF_CEM,1.0
353451,HCT_116,0.0
694501,COLO205,1.0
755384,HT29,0.0
682298,MDA_MB_231,0.0
374551,SF_295,1.0
759614,HOP_62,1.0
107124,HOP_62,1.0
681646,SR,1.0
135758,HCT_15,0.0
302991,MDA_MB_231,0.0
45388,NCI_H322M,0.0
765396,T47D,0.0
111533,TK_10,0.0
71261,U251,0.0
768112,PC_3,0.0
126771,NCI_H460,1.0
182986,ACHN,1.0
639186,OVCAR_4,0.0
366140,SR,0.0
163501,NCI_H226,1.0
156303,NCI_H23,1.0
14229,SF_539,1.0
246131,SW_620,1.0
740645,NCI_H226,0.0
756717,SK_MEL_28,0.0
267469,M14,0.0
85998,SR,0.0
118994,RXF_393,1.0
352122,OVCAR_8,1.0
104800,M14,1.0
603071,A549,1.0
271674,CAKI_1,1.0
755985,A549,0.0
374551,HOP_62,0.0
281612,NCI_H460,1.0
683555,OVCAR_3,0.0
752840,HCT_15,1.0
755985,LOXIMVI,0.0
740521,BT_549,1.0
32065,A549,1.0
143020,SNB_19,1.0
681642,CAKI_1,1.0
249910,CAKI_1,1.0
71795,HCT_15,1.0
754365,IGROV1,1.0
3053,NCI_H522,1.0
56410,KM12,0.0
295501,DU_145,0.0
755384,UACC_257,0.0
784722,RXF_393,0.0
757036,786_0,0.0
178248,MOLT_4,1.0
753686,U251,1.0
709237,K_562,0.0
102627,SK_OV_3,0.0
374028,SR,1.0
634724,SF_268,1.0
736198,RXF_393,0.0
369100,ACHN,1.0
374028,PC_3,0.0
308847,SNB_19,0.0
639186,KM12,0.0
706744,HT29,1.0
56410,DU_145,1.0
329680,PC_3,0.0
224131,BT_549,0.0
603076,SF_268,1.0
89201,ACHN,0.0
681642,NCI_H226,1.0
656889,UACC_62,1.0
758230,U251,1.0
145668,CAKI_1,1.0
123127,T47D,1.0
681646,HS578T,0.0
352122,COLO205,0.0
85998,SK_MEL_2,0.0
26271,SW_620,0.0
295500,U251,1.0
281612,MDA_N,0.0
143095,SK_MEL_28,0.0
765775,HS578T,0.0
105132,SR,1.0
683556,HS578T,0.0
736493,A549,1.0
256927,SNB_19,0.0
673596,MCF7,1.0
269148,T47D,0.0
759195,HS578T,0.0
627505,TK_10,0.0
683558,MCF7,1.0
24559,NCI_H460,1.0
603071,SK_MEL_28,0.0
9706,HS578T,0.0
308847,HCC_2998,0.0
328410,NCI_H322M,0.0
698037,SK_MEL_2,0.0
755384,A549,1.0
176323,OVCAR_3,0.0
758706,786_0,0.0
752,SK_MEL_28,0.0
141540,MCF7,1.0
374028,SW_620,1.0
287459,HL_60,1.0
71261,SK_OV_3,1.0
681644,CCRF_CEM,1.0
683557,NCI_H322M,0.0
606498,SNB_75,1.0
26271,NCI_H460,0.0
105132,IGROV1,0.0
184692,HS578T,0.0
89201,SR,1.0
758671,HS578T,0.0
295499,HCC_2998,0.0
735037,SN12C,1.0
249992,RPMI_8226,1.0
94600,NCI_ADR_RES,1.0
772992,UACC_257,0.0
634724,786_0,1.0
125066,NCI_H522,1.0
754365,A549,1.0
758423,MDA_MB_231,0.0
719627,MDA_MB_231,1.0
637651,KM12,1.0
656889,786_0,0.0
708298,ACHN,1.0
639174,MALME_3M,0.0
752840,BT_549,0.0
256942,HOP_92,0.0
656889,SNB_75,0.0
633782,SF_268,0.0
1390,SR,0.0
610459,IGROV1,0.0
758230,M14,1.0
295499,MOLT_4,1.0
681632,NCI_H322M,0.0
683555,DU_145,1.0
627168,UACC_257,0.0
683557,UACC_62,1.0
409962,K_562,1.0
329680,SF_268,1.0
320846,SK_MEL_5,1.0
760419,SF_295,1.0
765396,SK_OV_3,0.0
735037,M14,1.0
105014,NCI_ADR_RES,1.0
224131,SK_MEL_2,0.0
118218,SW_620,0.0
758230,HOP_92,1.0
758255,SW_620,1.0
736624,MCF7,1.0
1895,PC_3,0.0
63984,HOP_62,1.0
125066,SNB_75,1.0
728073,HT29,0.0
683556,CAKI_1,1.0
32065,CAKI_1,1.0
281612,PC_3,0.0
79037,LOXIMVI,1.0
143020,NCI_H522,1.0
759614,NCI_H226,1.0
752,MOLT_4,1.0
681644,ACHN,1.0
269148,IGROV1,0.0
759155,SK_MEL_5,1.0
143095,CAKI_1,1.0
681644,U251,1.0
135758,SF_295,1.0
706744,EKVX,0.0
526598,RPMI_8226,1.0
264137,BT_549,0.0
755841,SK_OV_3,0.0
134727,SN12C,1.0
603074,SNB_19,1.0
182986,EKVX,0.0
606173,UACC_62,1.0
71795,HOP_62,1.0
45388,EKVX,0.0
772992,PC_3,1.0
301739,OVCAR_3,0.0
107392,MALME_3M,1.0
73754,RXF_393,1.0
768593,M14,1.0
610458,SNB_75,1.0
623017,SK_MEL_5,1.0
768593,RXF_393,1.0
609699,OVCAR_3,0.0
104800,UO_31,1.0
122819,NCI_H23,1.0
344007,HOP_92,0.0
603071,HL_60,1.0
603071,HS578T,0.0
783107,CAKI_1,1.0
697887,COLO205,0.0
623017,IGROV1,1.0
71851,COLO205,1.0
141540,CCRF_CEM,1.0
791785,SF_295,0.0
724998,A549,1.0
127716,SF_539,0.0
143020,HCC_2998,1.0
95382,HCT_116,1.0
126771,RPMI_8226,1.0
755384,HCT_116,1.0
737518,MDA_MB_231,0.0
132483,MOLT_4,1.0
295500,T47D,0.0
77213,SF_268,0.0
637651,CCRF_CEM,0.0
246131,HS578T,0.0
681638,SW_620,1.0
326231,NCI_H460,0.0
759263,OVCAR_4,0.0
768593,IGROV1,1.0
603076,HT29,0.0
295501,OVCAR_4,0.0
111533,EKVX,0.0
683557,U251,0.0
791785,MDA_MB_435,0.0
755985,KM12,0.0
135758,SN12C,1.0
735037,LOXIMVI,1.0
784722,SR,1.0
139105,A549,1.0
45388,SF_268,0.0
736202,SNB_75,0.0
756717,RXF_393,0.0
740268,K_562,1.0
266046,ACHN,1.0
176323,MOLT_4,1.0
721517,M14,1.0
681638,HL_60,1.0
363812,NCI_H460,1.0
758667,U251,1.0
127716,DU_145,0.0
63984,786_0,1.0
24559,MDA_N,1.0
134679,RPMI_8226,0.0
754366,KM12,1.0
603071,NCI_H322M,0.0
369100,SK_MEL_28,0.0
163501,SK_MEL_28,0.0
105014,SK_OV_3,0.0
354646,NCI_H23,0.0
740,OVCAR_4,0.0
268242,TK_10,0.0
747856,LOXIMVI,1.0
109724,K_562,1.0
758671,SN12C,1.0
606986,HL_60,1.0
164011,NCI_H522,1.0
755384,TK_10,0.0
634724,SF_295,1.0
348948,M14,0.0
747856,MDA_MB_231,0.0
134033,OVCAR_5,1.0
56410,HOP_62,1.0
606986,SF_539,1.0
3053,HT29,1.0
366140,A549,1.0
710270,U251,1.0
736493,UACC_62,1.0
736198,A498,0.0
164011,NCI_H23,1.0
343499,NCI_H23,1.0
754771,NCI_H23,0.0
755384,SNB_75,0.0
266046,NCI_H460,1.0
118994,EKVX,1.0
639186,UACC_62,1.0
606172,SF_539,1.0
758612,CCRF_CEM,0.0
3053,BT_549,0.0
757348,M14,1.0
256942,SR,1.0
267469,CAKI_1,1.0
762,T47D,1.0
156303,SNB_19,1.0
753686,OVCAR_5,0.0
767125,ACHN,0.0
757036,OVCAR_3,1.0
721517,A549,0.0
83142,HCC_2998,0.0
740,MOLT_4,1.0
267469,HCT_15,0.0
758423,U251,1.0
38721,OVCAR_4,0.0
224131,M14,1.0
606498,HCT_15,0.0
758423,SK_OV_3,1.0
94600,MDA_MB_231,0.0
45388,HT29,0.0
102627,SN12C,1.0
95678,COLO205,0.0
139105,NCI_H226,0.0
606986,T47D,1.0
613327,SNB_19,1.0
125066,OVCAR_8,0.0
105014,NCI_H460,0.0
174121,DU_145,1.0
27640,KM12,0.0
606869,MDA_N,0.0
366140,UO_31,0.0
25154,LOXIMVI,1.0
606869,UO_31,1.0
756717,SK_MEL_2,0.0
79037,786_0,1.0
364830,HCT_15,0.0
145668,HCT_116,1.0
153353,K_562,0.0
737518,SK_MEL_5,1.0
3053,786_0,1.0
603074,OVCAR_8,0.0
755985,HT29,0.0
681645,UACC_62,1.0
118994,HT29,0.0
710270,LOXIMVI,1.0
637651,CAKI_1,0.0
740521,SK_OV_3,1.0
118218,HS578T,0.0
369100,HCC_2998,0.0
758671,SNB_75,1.0
366140,K_562,0.0
681636,UO_31,1.0
95678,CAKI_1,1.0
758230,SNB_19,1.0
352299,K_562,0.0
32065,SNB_19,0.0
279836,RXF_393,1.0
138783,UACC_257,0.0
287459,HOP_92,0.0
706744,MDA_N,0.0
366140,RXF_393,0.0
145668,HOP_62,1.0
89201,PC_3,0.0
63878,MOLT_4,1.0
184692,U251,0.0
246131,SK_MEL_28,0.0
287459,LOXIMVI,1.0
302991,HOP_92,0.0
791785,MDA_N,0.0
329680,UACC_62,1.0
656889,NCI_H226,1.0
164011,RXF_393,0.0
606173,MOLT_4,1.0
138783,RPMI_8226,0.0
755841,MOLT_4,1.0
740268,HOP_92,1.0
71261,HOP_92,1.0
73754,SNB_19,0.0
721517,SN12C,1.0
354258,SF_268,0.0
681638,RPMI_8226,0.0
740521,OVCAR_8,1.0
708298,MDA_N,1.0
681633,HOP_62,1.0
759857,A549,1.0
734294,EKVX,0.0
606499,MDA_MB_231,0.0
706744,A549,1.0
606985,SNB_19,1.0
264137,DU_145,0.0
637037,MCF7,0.0
681643,HCT_15,0.0
752840,K_562,0.0
606985,CAKI_1,1.0
349174,UACC_62,1.0
308847,SF_295,0.0
134679,MDA_N,0.0
759195,NCI_H322M,0.0
610457,MDA_N,0.0
127716,RXF_393,0.0
643833,NCI_H522,1.0
268242,BT_549,0.0
784722,HCC_2998,0.0
3088,UACC_62,1.0
71851,SK_OV_3,1.0
783107,SK_MEL_28,0.0
364830,SK_MEL_2,0.0
111533,PC_3,1.0
683557,SF_539,1.0
353451,SK_MEL_5,0.0
758667,OVCAR_3,0.0
363812,SK_MEL_5,1.0
634724,A549,1.0
363812,NCI_H23,0.0
174121,SN12C,1.0
736201,M14,1.0
295499,SW_620,0.0
167780,LOXIMVI,1.0
269148,HL_60,1.0
747856,SNB_75,1.0
759614,OVCAR_4,0.0
105014,SN12C,1.0
606986,NCI_H23,1.0
344007,OVCAR_4,0.0
791785,OVCAR_3,0.0
673596,SR,1.0
343499,OVCAR_5,0.0
762,SNB_19,0.0
736202,IGROV1,1.0
296934,SK_MEL_2,0.0
363812,A498,0.0
94600,SK_MEL_5,1.0
736202,HCT_116,1.0
100880,UACC_257,0.0
756660,IGROV1,0.0
753686,NCI_ADR_RES,0.0
352122,HCT_116,1.0
725776,KM12,0.0
256439,SK_MEL_2,0.0
526598,MDA_MB_435,1.0
256439,SF_268,1.0
757036,MDA_MB_231,0.0
619232,HL_60,1.0
25154,MOLT_4,1.0
51143,K_562,0.0
19893,RPMI_8226,1.0
145668,MDA_N,0.0
681640,SNB_19,1.0
603077,NCI_H23,1.0
178248,KM12,0.0
682298,OVCAR_5,0.0
606172,SK_MEL_28,0.0
138783,OVCAR_5,0.0
276382,OVCAR_4,0.0
218321,MDA_MB_435,0.0
295500,HS578T,0.0
328410,NCI_H226,1.0
682298,SF_268,1.0
758251,MDA_N,0.0
366140,T47D,0.0
134727,OVCAR_3,0.0
755985,ACHN,0.0
759878,MDA_MB_435,0.0
681641,RPMI_8226,0.0
755985,K_562,0.0
757804,786_0,1.0
338947,SF_268,1.0
328410,T47D,0.0
256942,HCT_116,1.0
125066,SN12C,1.0
638066,SR,1.0
249910,MDA_MB_435,0.0
374551,PC_3,0.0
768593,LOXIMVI,0.0
756717,MDA_MB_231,0.0
351710,OVCAR_3,0.0
19893,HOP_92,0.0
354258,ACHN,1.0
603071,NCI_H226,1.0
610458,SF_295,1.0
762,MDA_MB_231,0.0
25154,NCI_ADR_RES,0.0
224131,RXF_393,0.0
344007,HCT_116,0.0
754365,SNB_19,0.0
25154,M14,1.0
349174,A549,1.0
301739,UO_31,0.0
134033,SW_620,1.0
623017,UACC_62,1.0
719276,HS578T,0.0
639186,SK_MEL_28,0.0
153353,HCT_116,1.0
295500,MDA_N,0.0
736493,NCI_H322M,0.0
736202,UACC_62,1.0
767125,SR,1.0
736493,K_562,1.0
758667,DU_145,1.0
14229,OVCAR_3,0.0
124463,IGROV1,0.0
755841,UACC_62,1.0
276382,NCI_H522,0.0
143095,EKVX,0.0
73754,SF_539,0.0
757087,HOP_62,0.0
134679,HS578T,0.0
352299,HCT_15,0.0
610459,K_562,0.0
95441,SF_295,0.0
94600,UACC_257,0.0
9706,SF_539,1.0
725776,PC_3,0.0
107124,LOXIMVI,1.0
132313,KM12,0.0
643833,TK_10,0.0
295501,MDA_MB_231,0.0
182986,SF_539,1.0
681644,HCT_15,0.0
740521,786_0,1.0
107392,MOLT_4,1.0
627505,T47D,1.0
629971,NCI_ADR_RES,1.0
308847,SK_OV_3,0.0
634724,HOP_62,1.0
365798,BT_549,0.0
755880,NCI_H460,1.0
337766,HCC_2998,0.0
756660,SNB_75,1.0
681639,TK_10,0.0
118994,NCI_H23,1.0
735037,HL_60,1.0
169780,NCI_H23,1.0
348948,LOXIMVI,1.0
302991,U251,1.0
755,KM12,0.0
606499,RXF_393,0.0
135758,OVCAR_5,0.0
758706,M14,0.0
73754,MDA_MB_231,0.0
266046,A549,1.0
24559,NCI_ADR_RES,0.0
127716,HCT_15,1.0
725776,NCI_H23,1.0
643833,SK_MEL_5,1.0
606499,SF_539,1.0
1390,HT29,0.0
365798,OVCAR_4,0.0
95382,IGROV1,0.0
606985,SF_268,1.0
26271,HCT_116,0.0
